event_id,sta_code,p_polarity,event_id2,origin_lat,origin_lon,origin_depth_km,sr_dist_km,takeoff,azimuth,takeoff_uncertainty,azimuth_uncertainty,source,horz_uncert_km,vert_uncert_km,station_lat,station_lon,station_depth_km,pol_agreement,mech_quality,pol_agreement_weighted
1,BARR.00.HHZ,0.02045,81908067,39.36675,-123.25555,6.712,8.51,57.9872,144.0819,6.8267,0.0,con_p,1.0,1.0,39.30477,-123.19748,-0.264,1,B,0.02045
1,DCMP.00.HHZ,-0.00038,81908067,39.36675,-123.25555,6.712,13.373,70.927,328.2084,5.7569,0.0,con_p,1.0,1.0,39.46897,-123.3375,-0.448,1,B,0.00038
1,INGL.00.HHZ,0.00494,81908067,39.36675,-123.25555,6.712,42.132,91.5781,295.3509,2.1614,-0.0,con_p,1.0,1.0,39.52898,-123.69844,-0.29,1,B,0.00494
1,GTC.--.EHZ,0.02221,81908075,39.37083,-123.25637,6.896,25.895,83.8836,277.0564,2.4184,-0.0,con_p,1.0,1.0,39.39944,-123.55532,-0.369,1,B,0.02221
1,HBW.--.DPZ,1e-05,81908075,39.37083,-123.25637,6.896,65.698,97.8567,150.1226,0.9989,-0.0,con_p,1.0,1.0,38.85853,-122.87569,-0.985,0,B,0.0
1,KBN.--.EHZ,-0.00352,81908075,39.37083,-123.25637,6.896,58.234,96.0043,5.1957,1.1057,-0.0,con_p,1.0,1.0,39.89237,-123.19503,-1.329,1,B,0.00352
1,KCPB.--.HHZ,-6e-05,81908075,39.37083,-123.25637,6.896,44.903,92.2151,321.3739,1.3859,0.0,con_p,1.0,1.0,39.68631,-123.58242,-1.261,1,B,6e-05
1,GMR.01.EHZ,-0.00478,81908075,39.37083,-123.25637,6.896,32.078,87.5672,214.5305,2.0681,0.0,con_p,1.0,1.0,39.13317,-123.46788,-0.37,1,B,0.00478
1,GWR.01.EHZ,-0.00597,81908075,39.37083,-123.25637,6.896,18.755,77.9547,191.8317,3.2023,-0.0,con_p,1.0,1.0,39.20575,-123.3011,-0.654,1,B,0.00597
1,BARR.00.HHZ,0.00367,81908075,39.37083,-123.25637,6.896,8.921,58.5364,145.4247,4.7485,-0.0,con_p,1.0,1.0,39.30477,-123.19748,-0.264,1,B,0.00367
